Código Unb;Armazém;Código Região;Id Catálogo;Nome Catálogo;Código;Descrição;Ativo;Item Geral;Geral para regiões;Retornável;Descartavel;Camadas;Quantidade Palete;Quantidade Palete Dúzia;Fator;Código embalagem;Código tipo embalagem;Embalagem;Grupo;Subgrupo;Embalagem/Tipo produto;Altura do palete;Quantidade de Lastros/Camadas;Largura do item;Altura do item;Comprimento do item;Peso bruto do item;Base palete;Topo Palete;Barril;Água/Isotônico;Tipo Caixa;Quantidade de unidades por caixa;Fator14;Quantidade14;Fator21;Quantidade21;Fator28;Quantidade28;Fator35;Quantidade35;Fator42;Quantidade42;Código subtipo;Descrição subtipo;Ocupação extra;Pré-picking Marketplace
;;1001;11.0;SAZ - Paraguay;27622;ARISTOCRATA ETIQ ROJA x1 750CC;True;False;True;False;False;5;840;840;1.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;168;10.0;26.0;10.0;0.14;False;True;False;False;Caixa vazada;;0.1667;168.0;0.125;336.0;0.1111;504.0;0.1042;672.0;0.1;840.0;80.0;WHISKY DE TERCEIROS;False;False
;;1001;11.0;SAZ - Paraguay;27623;ARISTOCRATA ETIQ AZUL x1 750CC;True;False;True;False;False;5;840;840;1.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;168;8.4;18.5;9.7;0.75;False;True;False;False;Caixa vazada;;0.1667;168.0;0.125;336.0;0.1111;504.0;0.1042;672.0;0.1;840.0;80.0;WHISKY DE TERCEIROS;False;False
;;;2.0;Brasil;27623;MIKES HARD LEMONADE N LT 269ML CX CARTAO C/8 NP;True;True;False;False;True;0;0;280;0.0;88.0;28.0;LATA 269;2.0;1.0;88 - LATA 269 (Tipo: 28 - BEBIDA ALCOOLICA ARO);0.0;0;0.0;0.0;0.0;2.23;False;False;False;False;;;0.3011;93.0;0.3;140.0;0.3011;186.0;0.3004;233.0;0.3;280.0;52.0;BEBIDA ALCOOLICA AROMATIZADA;False;False
;;;2.0;Brasil;27624;RESERVADO VINHO MALBEC GFA VD 750 ML;True;True;False;False;True;4;672;672;1.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.3;168;22.0;30.0;29.7;1.18;False;False;False;False;Caixa vazada;;0.1667;168.0;0.25;168.0;0.1667;336.0;0.1389;504.0;0.125;672.0;;;False;False
;;;2.0;Brasil;27625;RESERVADO VINHO SAUVIGNON BLANC GFA VD 750 ML;True;True;False;False;False;5;525;525;1.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.7;96;9.5;27.0;9.5;1.17;False;True;False;False;Garrafeira;12.0;0.224;125.0;0.1867;225.0;0.1723;325.0;0.1647;425.0;0.16;525.0;;;False;False
495;CDL-Itaperuna;;2.0;Brasil;27625;RESERVADO VINHO SAUVIGNON BLANC GFA VD 750 ML;True;False;False;False;False;5;525;525;12.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.7;96;10.0;27.0;10.0;1.17;False;True;False;False;Garrafeira;12.0;0.224;125.0;0.1867;225.0;0.1723;325.0;0.1647;425.0;0.16;525.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;27625;RESERVADO VINHO SAUVIGNON BLANC GFA VD 750 ML;True;False;False;False;False;5;525;525;12.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.7;96;10.0;27.0;10.0;1.17;False;True;False;False;Garrafeira;12.0;0.224;125.0;0.1867;225.0;0.1723;325.0;0.1647;425.0;0.16;525.0;;;False;False
;;;2.0;Brasil;27626;RESERVADO VINHO CHARDONNAY PEDRO JIMENEZ GFA VD 75;True;True;False;False;True;0;0;0;0.0;331.0;43.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 43 - VINHO);0.0;0;0.0;0.0;0.0;1.18;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;VINHO DE TERCEIROS;False;False
;;1001;11.0;SAZ - Paraguay;27626;NESCAFE Tradicion Frs x1 200GR;True;False;True;False;False;11;792;792;1.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;72;8.0;95.0;1.0;0.2;False;True;False;False;Caixa vazada;;0.0556;504.0;0.0729;576.0;0.0864;648.0;0.0972;720.0;0.1061;792.0;80.0;WHISKY DE TERCEIROS;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27627;GP BUD MUNDIAL CAN X4 410CC + 1 ALUCUP;True;False;True;False;True;6;252;252;4.0;7051.0;7051.0;GP;70.0;705.0;7051 - GP (Tipo: 7051 - GP);1.0;42;1.0;1.0;1.0;1.0;False;False;False;False;;;0.1111;84.0;0.1667;126.0;0.2222;168.0;0.2778;210.0;0.3333;252.0;;;False;False
;;;2.0;Brasil;27627;TRIVENTO VINHO RESERV WHITE MALBEC GFA VD 750 ML;True;True;False;False;True;0;0;0;0.0;331.0;43.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 43 - VINHO);0.0;0;0.0;0.0;0.0;1.08;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27629;CASILLERO DEL DIABLO VNH DEVILS COL ROSE GFA VD 75;True;True;False;False;True;0;0;44;0.0;331.0;43.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 43 - VINHO);0.0;0;0.0;0.0;0.0;1.08;False;False;False;False;;;2.0;14.0;1.91;22.0;1.93;29.0;1.94;36.0;1.91;44.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27631;ALIMENTOS LOPES FAR T PRONTA PICANHA PACOTE 250G F;True;True;False;False;True;0;0;120;0.0;;;;;;;0.0;0;0.0;0.0;0.0;6.24;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;267.0;FAROFA TEMPERADA DE TERCEIROS;False;False
;;;2.0;Brasil;27633;ALIMENTOS LOPES FAROFA TEMPER PRONT TRAD PCT 400G ;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;9.84;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;267.0;FAROFA TEMPERADA DE TERCEIROS;False;False
;;;2.0;Brasil;27634;ALIMENTOS LOPES POLVILHO DOCE PACOTE 25 KG;True;True;False;False;True;0;0;50;0.0;;;;;;;0.0;0;0.0;0.0;0.0;25.33;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;AMIDOS E FECULAS DE TERCEIROS;False;False
;;;2.0;Brasil;27635;CASILLERO DEL DIABLO VNH RSRV CARMENERE GFA VD 750;True;True;False;False;False;4;672;672;1.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.2;168;9.0;31.0;9.0;1.33;False;True;False;False;Garrafeira;12.0;0.125;224.0;0.125;336.0;0.125;448.0;0.125;560.0;0.125;672.0;82.0;VINHO DE TERCEIROS;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;27635;CASILLERO DEL DIABLO VNH RSRV CARMENERE GFA VD 750;True;False;False;False;False;4;672;672;1.0;10000.0;10000.0;Market Garrafa;100.0;10000.0;10000 - Market Garrafa (Tipo: 10000 - Market Garrafa);1.2;168;9.0;31.0;9.0;1.33;False;True;False;False;Garrafeira;12.0;0.125;224.0;0.125;336.0;0.125;448.0;0.125;560.0;0.125;672.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27637;SANTA CLARA LEITE PO INTEGRAL SACO PL 360G FD C/28;True;True;False;False;True;0;0;50;0.0;;;;;;;0.0;0;0.0;0.0;0.0;10.25;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;173.0;LEITE EM PO DE TERCEIROS;False;False
;;1000;12.0;SAZ - Bolivia;27637;Balde Agua Somos;True;False;True;False;True;10;1000;1000;1.0;6100.0;6100.0;POP;6.0;6100.0;6100 - POP (Tipo: 6100 - POP);1.0;100;1.0;1.0;1.0;1.0;False;False;False;False;;;0.028;600.0;0.042;700.0;0.056;800.0;0.07;900.0;0.084;1000.0;;;False;False
;;;2.0;Brasil;27639;SANTA CLARA DOCE DE LEITE POTE 400G FD C/6;True;True;False;False;True;0;0;200;0.0;;;;;;;0.0;0;0.0;0.0;0.0;2.61;False;False;False;False;;;0.4242;66.0;0.42;100.0;0.4211;133.0;0.4217;166.0;0.42;200.0;183.0;DOCE DE LEITE DE TERCEIROS;False;False
;;;2.0;Brasil;27642;O GAUCHO SUCO DE UVA INTEGRAL GFA VDR 300ML CX/12;True;True;False;False;True;120;60;198;12.0;376.0;86.0;GFA VDR 300ML;2.0;1.0;376 - GFA VDR 300ML (Tipo: 86 - AGUAS E SUCOS);93.0;20;93.0;93.0;1.7;6.12;False;False;False;False;;;0.4242;66.0;0.4242;99.0;0.4242;132.0;0.4242;165.0;0.4242;198.0;97.0;SUCO INTEGRAL DE TERCEIROS;False;False
;;1000;12.0;SAZ - Bolivia;27642;BALTICA CAN X12 473CC;True;False;True;False;True;10;200;200;12.0;2200.0;2200.0;CAN 440n;7.0;2200.0;2200 - CAN 440n (Tipo: 2200 - CAN 440n);1.0;20;1.0;1.0;1.0;5.95;False;False;False;False;;;0.2333;120.0;0.3;140.0;0.35;160.0;0.35;200.0;0.42;200.0;;;False;False
;;;2.0;Brasil;27644;TUO NECTAR DE LARANJA TETRA PAK 200 ML CX C/24;True;True;False;False;True;0;0;0;0.0;292.0;86.0;TETRA PAK 200ML;2.0;1.0;292 - TETRA PAK 200ML (Tipo: 86 - AGUAS E SUCOS -);0.0;0;0.0;0.0;0.0;5.04;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164.0;SUCO NECTAR DE TERCEIROS;False;False
;;;2.0;Brasil;27646;TUO NECTAR DE PESSEGO E MACA TETRA PAK 1 L CX C/12;True;True;False;False;True;0;0;0;0.0;207.0;86.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;12.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164.0;SUCO NECTAR DE TERCEIROS;False;False
;;;2.0;Brasil;27648;TUO SUCO DE MACA TETRA PAK 1 L CX C/12;True;True;False;False;True;0;0;0;0.0;207.0;86.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;12.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;SUCO INTEGRAL DE TERCEIROS;False;False
;;;2.0;Brasil;27650;TUO NECTAR DE UVA TETRA PAK 1 L CX C/12;True;True;False;False;True;0;0;0;0.0;207.0;86.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;12.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164.0;SUCO NECTAR DE TERCEIROS;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27651;Heladera Pesi black;True;False;True;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;27653;ASA BRANCA XAROPE GROSELHA GFA PET 900 ML CX/6;True;True;False;False;True;0;0;0;0.0;222.0;68.0;GARRAFA PET 900ML OW;11.0;1.0;222 - GARRAFA PET 900ML OW (Tipo: 68 - OLEO);0.0;0;0.0;0.0;0.0;10.02;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.0;XAROPE OU EXTRATO CONCENTRADO;False;False
;;;2.0;Brasil;27655;COAMO FARINHA DE TRIGO TRADICIONAL PCT 1KG CX C/10;True;True;False;False;True;0;0;130;0.0;237.0;65.0;PACOTE 1KG;10.0;1.0;237 - PACOTE 1KG (Tipo: 65 - ARROZ);0.0;0;0.0;0.0;0.0;12.0;False;False;False;False;;;0.6512;43.0;0.6462;65.0;0.6512;86.0;0.6481;108.0;0.6462;130.0;122.0;FARINHA DE TRIGO DE TERCEIROS;False;False
;;;2.0;Brasil;27657;COAMO OLEO DE SOJA REFINADO T 1 GFA PET 900ML CX C;True;True;False;False;True;0;0;0;0.0;222.0;68.0;GARRAFA PET 900ML OW;11.0;1.0;222 - GARRAFA PET 900ML OW (Tipo: 68 - OLEO);0.0;0;0.0;0.0;0.0;16.96;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.0;OLEO DE SOJA DE TERCEIROS;False;False
;;;2.0;Brasil;27659;COAMO CAFE TRAD ALMOFADA PCT 500G CX C/10;True;True;False;False;True;0;0;130;0.0;235.0;55.0;PACOTE 500G;8.0;1.0;235 - PACOTE 500G (Tipo: 55 - PRODUTOS ALIMENTICIO);0.0;0;0.0;0.0;0.0;5.11;False;False;False;False;;;0.6512;43.0;0.6462;65.0;0.6512;86.0;0.6481;108.0;0.6462;130.0;121.0;CAFE NAO DESCAFEINADO DE TERCE;False;False
;;;2.0;Brasil;27661;COAMO CAFE TRAD VACUO PCT 500G CX C/10;True;True;False;False;True;0;0;144;0.0;235.0;55.0;PACOTE 500G;8.0;1.0;235 - PACOTE 500G (Tipo: 55 - PRODUTOS ALIMENTICIO);0.0;0;0.0;0.0;0.0;5.16;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;121.0;CAFE NAO DESCAFEINADO DE TERCE;False;False
;;;2.0;Brasil;27663;SIARA REFRIGERANTE CAJU GFA PET 300ML FD C 12;True;True;False;False;True;0;0;120;0.0;308.0;86.0;GARRAFA PET 300ML;2.0;1.0;308 - GARRAFA PET 300ML (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;3.96;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;256.0;REFRIGERANTE MKT PLACE DE TERC;False;False
;;;2.0;Brasil;27665;ALIMENTOS LOPES MIX PAO DE QUEIJO PCT 1KG CX20;True;True;False;False;True;0;0;0;0.0;237.0;65.0;PACOTE 1KG;10.0;1.0;237 - PACOTE 1KG (Tipo: 65 - ARROZ);0.0;0;0.0;0.0;0.0;20.2;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;AMIDOS E FECULAS DE TERCEIROS;False;False
;;;2.0;Brasil;27667;ALIMENTOS LOPES MIX PAO DE QUEIJO PCT 500G CX30;True;True;False;False;True;0;0;0;0.0;235.0;55.0;PACOTE 500G;8.0;1.0;235 - PACOTE 500G (Tipo: 55 - PRODUTOS ALIMENTICIO);0.0;0;0.0;0.0;0.0;15.6;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;AMIDOS E FECULAS DE TERCEIROS;False;False
;;;2.0;Brasil;27669;ALIMENTOS LOPES MILHO DE PIPOCA PCT 500G CX20;True;True;False;False;True;0;0;108;0.0;235.0;55.0;PACOTE 500G;8.0;1.0;235 - PACOTE 500G (Tipo: 55 - PRODUTOS ALIMENTICIO);0.0;0;0.0;0.0;0.0;10.2;False;False;False;False;;;0.7778;36.0;0.7778;54.0;0.7778;72.0;0.7778;90.0;0.7778;108.0;250.0;MILHO PARA PIPOCA DE TERCEIROS;False;False
;;;2.0;Brasil;27671;ALIMENTOS LOPES TRIGO PARA KIBE PCT 500G CX20;True;True;False;False;True;0;0;0;0.0;235.0;55.0;PACOTE 500G;8.0;1.0;235 - PACOTE 500G (Tipo: 55 - PRODUTOS ALIMENTICIO);0.0;0;0.0;0.0;0.0;10.2;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;255.0;TRIGO DE TERCEIROS;False;False
;;;2.0;Brasil;27673;CERVEGELA PLASTICA SPATEN 1 UN P/ GFA 600ML CX C/3;True;True;False;False;True;3;18;216;3.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);2.58;3;25.0;12.0;34.0;0.42;False;False;False;False;;;0.3889;72.0;0.3889;108.0;0.3889;144.0;0.3889;180.0;0.3889;216.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;;2.0;Brasil;27674;CERVEGELA PLASTICA SPATEN 1 UN P/ GFA 600ML CX C/9;True;True;False;False;True;0;0;120;0.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);0.0;0;0.0;0.0;0.0;1.26;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;;2.0;Brasil;27676;BETANIA KIDS BEB LACT CHOC TETRA PAK 200 ML CX C/2;True;True;False;False;True;0;0;195;0.0;292.0;62.0;TETRA PAK 200ML;2.0;1.0;292 - TETRA PAK 200ML (Tipo: 62 - REFRESCOS E OUTRAS B);0.0;0;0.0;0.0;0.0;6.05;False;False;False;False;;;0.4308;65.0;0.433;97.0;0.4308;130.0;0.4321;162.0;0.4308;195.0;172.0;BEBIDAS ALIMENTARES DE TERCEIR;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27677;PATAGONIA AMBER LAGER RET X12;True;False;True;True;False;5;50;50;12.0;4011.0;4011.0;CZA RET 1000;40.0;401.0;4011 - CZA RET 1000 (Tipo: 4011 - CZA RET 1000);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.56;10.0;0.84;20.0;1.12;30.0;1.4;40.0;1.68;50.0;;;False;False
;;2200;;;27677;Patagonia Amber 12x1L;True;False;True;True;False;5;50;50;12.0;4011.0;4011.0;CZA RET 1000;40.0;401.0;4011 - CZA RET 1000 (Tipo: 4011 - CZA RET 1000);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.56;10.0;0.84;20.0;1.12;30.0;1.4;40.0;1.68;50.0;;;False;False
;;2200;;;27678; Patagonia Bohemian 12x1L;True;False;True;True;False;5;50;50;12.0;4011.0;4011.0;CZA RET 1000;40.0;401.0;4011 - CZA RET 1000 (Tipo: 4011 - CZA RET 1000);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;2.8;10.0;2.1;20.0;1.8667;30.0;1.75;40.0;1.68;50.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27678;PATAGONIA BOHEMIAN RET X12 100;True;False;True;True;False;5;50;50;12.0;4011.0;4011.0;CZA RET 1000;40.0;401.0;4011 - CZA RET 1000 (Tipo: 4011 - CZA RET 1000);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;0.56;10.0;0.84;20.0;1.12;30.0;1.4;40.0;1.68;50.0;;;False;False
;;;2.0;Brasil;27678;CERVEGELA PLASTICA BOHEMIA 1 UN P/ GFA 600ML CX C/;True;True;False;False;False;10;120;120;3.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);2.28;12;32.0;23.0;32.0;0.14;False;True;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;;2.0;Brasil;27679;CERVEGELA PLASTICA BOHEMIA 1 UN P/ GFA 600ML CX C/;True;True;False;False;True;10;120;120;9.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);2.0;12;32.0;23.0;32.0;1.26;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;2200;;;27679;Vino PING RED BLEND 850cc6;True;False;True;False;True;5;110;110;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2545;22.0;0.3818;44.0;0.5091;66.0;0.6364;88.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27679;PING TINTO  X6 850CC ;True;False;True;False;True;5;110;110;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;27679;PING TINTO  X6 850CC ;True;False;True;False;True;5;110;110;6.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
120;CD Mendoza;;10.0;SAZ - Argentina;27679;PING TINTO  X6 850CC ;True;False;True;False;True;5;110;110;6.0;2051.0;2051.0;ROS /MZA- CAJA VINO;20.0;205.0;2051 - ROS /MZA- CAJA VINO (Tipo: 2051 - ROS /MZA- CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;27679;PING TINTO  X6 850CC ;True;False;True;False;True;5;110;110;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27680;PING BLANCO 85;True;False;True;False;True;5;110;110;6.0;7031.0;7031.0;CH MKP - CAJA VINO;70.0;703.0;7031 - CH MKP - CAJA VINO (Tipo: 7031 - CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
21;CD Rosario II;;10.0;SAZ - Argentina;27680;PING BLANCO 85;True;False;True;False;True;5;110;110;6.0;2152.0;2152.0;CAJA VINO;21.0;215.0;2152 - CAJA VINO (Tipo: 2152 - CAJA VINO);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
12;CD Corrientes;;10.0;SAZ - Argentina;27680;PING BLANCO 85;True;False;True;False;True;5;110;110;6.0;1101.0;1101.0;CAJA VINO - CRP;10.0;110.0;1101 - CAJA VINO - CRP (Tipo: 1101 - CAJA VINO - CRP);1.0;22;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;0.7636;110.0;;;False;False
;;;2.0;Brasil;27681;LEITBOM BEBIDA LACTEA CHOCOBOM TETRA PAK 1 L CX C/;True;True;False;False;True;7;180;180;12.0;207.0;39.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 39 - LEITE E LATICINIOS);1.5;5;36.0;23.0;20.0;13.0;False;False;False;False;;;0.4667;60.0;0.4667;90.0;0.4667;120.0;0.4667;150.0;0.4667;180.0;172.0;BEBIDAS ALIMENTARES DE TERCEIR;False;False
;;SAZ - Argentina;10.0;SAZ - Argentina;27683;QUILMES CLASICA MUND 1.2L;True;False;True;True;False;5;50;50;10.0;4111.0;4111.0;CZA RET 1200;41.0;411.0;4111 - CZA RET 1200 (Tipo: 4111 - CZA RET 1200);1.0;10;1.0;1.0;1.0;1.0;False;False;False;False;;;2.8;10.0;2.1;20.0;1.8667;30.0;1.75;40.0;1.68;50.0;;;False;False
713;CDD-Porto Alegre;;;;27684;QUERO MILHO VERDE LATA ALUMINIO 1700G CX6;True;False;False;False;True;1;1;1;1.0;7000.0;7000.0;Alimentos pacotes;70.0;7000.0;7000 - Alimentos pacotes (Tipo: 7000 - Alimentos Pacotes );1.0;1;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;1.0;;;False;False
;;;2.0;Brasil;27684;QUERO MILHO VERDE LATA ALUMINIO 1700G CX6;True;True;False;False;False;7;49;49;6.0;687.0;55.0;Lata Aluminio 1700G;1.0;1.0;687 - Lata Aluminio 1700G (Tipo: 55 - Produtos Alimenticios);1.41;7;33.0;18.1;48.9;18.6;False;True;False;False;;;1.75;16.0;1.75;24.0;1.75;32.0;1.75;40.0;1.7143;49.0;130.0;MILHO DOCE DE TERCEIROS;False;False
744;CDD-Porto Alegre;;2.0;Brasil;27684;QUERO MILHO VERDE LATA ALUMINIO 1700G CX6;True;False;False;False;True;1;1;1;1.0;7000.0;7000.0;Alimentos pacotes;70.0;7000.0;7000 - Alimentos pacotes (Tipo: 7000 - Alimentos Pacotes );1.0;1;1.0;1.0;1.0;1.0;False;False;False;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;84.0;1.0;130.0;MILHO DOCE DE TERCEIROS;False;False
;;;2.0;Brasil;27686;MIKES LEMONADE LONG 275ML CX/24;True;True;False;False;True;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
763;CDD-Araraquara ;;2.0;Brasil;27686;MIKES LEMONADE LONG 275ML CX/24;True;False;False;False;False;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;True;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
495;CDL-Itaperuna;;2.0;Brasil;27686;MIKES LEMONADE LONG 275ML CX/24;True;False;False;False;True;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;27686;MIKES LEMONADE LONG 275ML CX/24;True;False;False;False;True;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
