Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
COPO AMERCIANO ORIGINAL 1 UN VD 190ML CX C24;COPAMOR 1UNVD19;23726;23726;False;False;False;0;;2,759999990463257;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS PEQUI DO NORTE BARRIL KEG 30L NPAL;CHOPWSPN KEG30N;23732;23732;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP WALS ABACAXI TRIANGULO BARRIL KEG 30L NPAL;CHOPESABTRIA KE;23734;23734;False;True;False;0;;32,0099983215332;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS CAFE DO SUL BARRIL KEG 30L NPAL;CHOPWSCAFSUL KE;23735;23735;False;True;False;0;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
KONA BLOND ALE NAC LT 269ML CX CARTAO C/8 NPAL;KONBLALNAC LT26;23807;23807;False;True;False;;;2,240000009536743;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
LATA MET ANTARCTICA NIV PILSEN IN65 350 ML;LMANPIN65 350 M;23811;23811;False;True;False;;;10,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;;;;;;30;
LATA MET ANTARCTICA SUBZERO IN65 350 ML;LMASUBIN65 350;23813;23813;False;True;False;;;10,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;;;;;;30;
LATA MET ANTARCTICA SUBZERO IN65 473 ML;LMASUBIN65 473;23814;23814;False;True;False;;;11,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;1;;;;;30;
LATA MET BUDWEISER IN65 473 ML;LMBIN65 473 ML;23815;23815;False;True;False;;;0,010999999940395355;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;1;;;;;30;
NATURAL ONE UVA E MACA GFA PET 1 5 L FD C 6;"NATONUM GFPET1 ";24012;24012;False;True;False;240;;9,848999977111816;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
NATURAL ONE UVA E MACA GFA PET 300ML FD C 12;NATONUM GFPET30;24020;24020;False;True;False;240;;4,0929999351501465;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
NATURAL ONE MARACUJA GFA PET 300ML FD C 12;NATONMAR GFPET3;24017;24017;False;True;False;240;;4,0929999351501465;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
NATURAL ONE LARANJA GFA PET 1 5 L FD C 6;NATONLAR GFPET1;24023;24023;False;True;False;240;;9,741000175476074;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
GOOSE ISLAND MIDWAY NAC BIB 12L;GOISMIDN BIB12L;23282;23282;False;True;False;0;;13;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7891991301152;;;;;;
GUARANI ACUCAR REFINADO AMORFO PCT 1KG FD C/10;GUACREFAMO PCT1;23487;23487;False;True;False;365;;11,73900032043457;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
BRAHMA DUPLO MALTE LT 473ML SH C/12 NPAL;BRDM LT473 COM 12;22326;22326;False;True;False;0;;6;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
COLORADO ORGANICA ONE WAY 600ML CX C/12 ARTE;COLORG OW600CX1;22554;22554;False;True;False;0;;11,399999618530273;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
COQUEIRO SARDINHA M. TOMATE LT 125G CX C/54;COQSARDMT LT125;23582;23582;False;True;False;1460;;9,600000381469727;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
COQUEIRO SARDINHA EM OLEO LT 125G CX C/54;COQSARDOL LT125;23584;23584;False;True;False;1460;;9,550000190734863;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
PESCADOR SARDINHA MOLHO DE TOMATE LT 125G CX C/54;PESCSARDMT LT12;23586;23586;False;True;False;1460;;9,550000190734863;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
PESCADOR SARDINHA LAJE EM OLEO LT 125G CX C/54;PESCSARDLOL LT1;23588;23588;False;True;False;1460;;9,550000190734863;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
JAMESON STD GARRAFA VIDRO 750ML;JAMSTD GV750ML;22561;22561;False;False;False;;;1,350000023841858;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
BRAHMA CHOPP LATA 350ML SH C/12 NPAL PROMO BCZ;BC LT350SH12NP;13851;13851;False;True;False;;;4,489999771118164;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
PARMALAT CREME DE LEITE TETRAPAK 200G CX C/24;PARCRLEI TETRAP;23258;23258;False;True;False;180;;4,800000190734863;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
NATURAL ONE LARANJA GFA PET 300ML FD C 12;NATONLAR GFPET3;24034;24034;False;True;False;240;;4,050000190734863;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
NOON LN 355ML CX C/12;NOON 355LN CX12;24028;24028;False;True;False;0;;6,960000038146973;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
MEU BIJU FEIJAO CARIOCA PCT 1KG FD C/10;MEUBIJFC PCT1KG;24036;24036;False;True;False;180;;10,100000381469727;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MARRUA GFA VD 1L;MARRUA GFAVD1L;24025;24025;False;True;False;;;23,399999618530273;False;False;False;Descartável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
MEU BIJU FEIJAO PRETO PCT 1KG FD C/10;MEUBIJFP PCT1KG;24038;24038;False;True;False;180;;10,100000381469727;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
S. JOAO BARRA CONHAQUE ALC. GFA VD 900ML CX C 12;SJBCONAL GFVD90;24040;24040;False;True;False;0;;16,979999542236328;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Pureza VITAL 1,5L S/gas PET;Pureza VITAL 1,5L S/gas PET;24042;24042;False;True;False;360;;9,449999809265137;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;13700123300011;;;;;;
Pureza VITAL 510 S/gas PET;Pureza VITAL 510 S/gas PET;24046;24046;False;True;False;360;;6,650000095367432;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;13700123302367;;;;;;
Pureza VITAL 510 C/gas PET;Pureza VITAL 510 C/gas PET;24044;24044;False;True;False;180;;6,539999961853027;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;17896062800142;;;;;;
FROZEN BEATS GT SACHE 100ML CX 6;FROBTGT SACH100;24061;24061;False;True;False;;;0,800000011920929;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FROZEN BEATS MINT SACHE 100ML CX 6;FRBTMINT SACH10;24123;24123;False;True;False;;;0,800000011920929;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FROZEN BEATS GINGER SACHE 100ML CX 6;FRBTGING SACH10;24125;24125;False;True;False;;;0,800000011920929;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MAGUARY MARACUJA TETRA PAK 200 ML CX C/27;MAGMARA TETP200;24070;24070;False;True;False;300;;5,670000076293945;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;27896000584162;;;;;;
MAGUARY MORANGO TETRA PAK 200 ML CX C/27;MAGUAMORAN TETP;24071;24071;False;True;False;300;;5,670000076293945;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;17896000597677;;;;;;
MAGUARY NECTAR LARANJA TETRA PAK 1 L CX C/12;MAGNECLAR TETRP;24069;24069;False;True;False;300;;12,600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
MAGUARY NECTAR LARANJA TETRA PAK 200 ML CX C/27;MAGNECLAR TETP2;24073;24073;False;True;False;300;;5,670000076293945;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;27896000584148;;;;;;
MAGUARY NECTAR UVA TETRA PAK 1 L CX C/12;MAGNECUVA TETRP;24121;24121;False;True;False;300;;12,600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
MAGUARY NECTAR TANGERINA TETRA PAK 1 L CX C/12;MAGNECTANG TETR;24080;24080;False;True;False;300;;12,600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
DAFRUTA CONC. CAJU GFA PET 500ML PACK C/12;DAFRCONCAJ GFAP;24082;24082;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
MAGUARY CONC. CAJU GFA PET 500ML PACK C/12;MAGCONCCAJ GFAP;24089;24089;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
GARRAFEIRA PLAST. AZUL 1 UN P/ 23 GFA 300ML;GARRPLAZ 1UNP23;24090;24090;False;False;False;0;;1,600000023841858;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
MAGUARY CONC. GOIABA GFA PET 500ML PACK C/12;MAGCONGO GFAP50;24092;24092;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
MAGUARY CONC. MARACUJA GFA PET 500ML PACK C/12;MAGCONCMAR GFAP;24096;24096;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
SKOL KLOS LT 269ML SH C/15;SKKLOS LT269SH1;24099;24099;False;True;False;;;4,260000228881836;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SUKITO PET 450ML SH C/12;SUKITO PT450SH1;24102;24102;False;True;False;;;5,659999847412109;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
RED BULL MELANCIA LATA 250ML FOUR PACK BAND C/6 NP;RB MEL LT250FPC;24109;24109;False;True;False;;;6,840000152587891;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;30;
DAFRUTA NECTAR UVA TETRA PAK 200 ML CX C/27;DAFRNECUVA TETP;24119;24119;False;True;False;300;;5,670000076293945;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;27896005401204;;;;;;
MAGUARY CONC. UVA GFA PET 500ML PACK C/12;MAGCONCUVA GFAP;24116;24116;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
CHOPP SPATEN N BARRIL KEG 50L NPAL;CHOPSPATN KEG50;24122;24122;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
DAFRUTA CONC. MARACUJA GFA PET 500ML PACK C/12;DAFRUTACONCMAR;24134;24134;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
CHOCOLEITE BEBIDA LACTEA GFA PET 880 ML CX C/12;CHOLBLAC GFAPET;24152;24152;False;True;False;180;;11,675999641418457;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
JAMEL AGUARDENTE GFA PET 965 ML;JAMELAGUARD GFA;24146;24146;False;True;False;;;1,406000018119812;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7898172660107;;;;;;
COCINERO AZEITE OLIVA EV GARRAFA PET 500MLCX C12;COCAZOLEV GFAPE;24167;24167;False;False;False;;;6,239999771118164;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
ELEFANTE EXTR. TOMATE STROGONOFF LT 130G CX C48;ELEXTOMSTR LT13;24174;24174;False;True;False;720;;7,440000057220459;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
ELEFANTE EXTRATO DE TOMATE COPO PLAST. 310G CX C 2;ELEEXTOM COPL31;24170;24170;False;True;False;600;;7,920000076293945;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
LIZA MAIONESE CASEIRA TRAD. POTE PLAST. 489G CX C1;LISMAICTR POTPL;24178;24178;False;True;False;720;;6,251999855041504;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE TORRADAS TRADICIONAL PCT 142G CX C/32;PIRTORRTRA PC14;24180;24180;False;True;False;240;;4,544000148773193;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE MALTADO COBERTO PCT 80G CX C/40;PIRMCO PC80GCX4;24184;24184;False;True;False;180;;3,2799999713897705;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;50;
PIRAQUE BISC. SALG. BATATA TRAD. PCT 60G CX C/20;PIRBISCSBT PCT6;24186;24186;False;True;False;180;;1,2599999904632568;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE CHOCOWAFER PCT 100 8G CX C 30;PIRAQCHW PCT100;24192;24192;False;True;False;180;;3,2219998836517334;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
PIRAQUE BISC. SALG. CALAB PCT 90G CX 20;PIBSACA PCT90GC;24194;24194;False;True;False;240;;1,8600000143051147;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE BISC. SALG. PAO DE ALHO PCT 90G CX 20;PIRBSPDA PCT90G;24200;24200;False;True;False;240;;1,8600000143051147;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SOL FARINHA DE TRIGO TRAD. T1 PCT 1KG CX C/10;SOLFARTRTT1 PCT;24198;24198;False;True;False;150;;10,119999885559082;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE BISC.SALG. PIMENTA PCT 90G CX 20;PIRBISCSP PCT90;24202;24202;False;True;False;240;;1,8600000143051147;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"GCA CENTENARIO (JAB+AC+CUP+MAT+UV+CAJ) LATA 350ML ";GCACENT LT350CX;24206;24206;False;True;False;;;2,25;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
LATA MET ANTARCTICA NIV PILSEN IN65 473 ML;LMANPIN65 473 M;23812;23812;False;True;False;0;;11,199999809265137;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;False;1;;;;;30;
EXTRA SERRAMALTE ONE WAY 300ML CX C/24 + GARRAFEIR;EXTRA SERRA OW3;24163;24163;False;True;False;;;14,600000381469727;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
MAGUARY MARACUJA TETRA PAK 1 L CX C/12;MAGMARA TETRP1L;24064;24064;False;True;False;300;;12,600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
CHOPP WALS DOCE DE LEITE BARRIL KEG 30L NPAL;CHWSDCLEI KEG30;24097;24097;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
ORIGINAL GFA VD 300ML CX C/24;ORIGINAL GFA 300;24032;24032;False;True;False;0;;14,600000381469727;False;False;False;Descartável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
GARRAFA AMBAR 300 ML NNPB 12C;GFA AMBAR 300ML;24006;24006;False;True;False;;;0,2199999988079071;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MARRUA 600ML;MARRUA 600;24026;24026;False;True;False;;;12,949999809265137;False;False;False;Descartável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149000319;;;;;;
CHOPP WALS MINAS GERAIS BARRIL KEG 30L NPAL;CHOPWSMG KEG30N;23733;23733;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
GALLO AZEITE OLIVA TP UNICO GARRAFA VIDRO 250ML CX;GALAZOTPU GFAV2;23665;23665;False;True;False;;;9,58899974822998;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE WAFER LIMAO PCT 160G CX C/20;PIRWLI PC160GCX;24182;24182;False;True;False;240;;3,5;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE BISC. SALG. BATATA CEBOLA SALSA PCT 60G CX;PIRBSBCS PCT60G;24190;24190;False;True;False;180;;1,2599999904632568;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MAGUARY NECTAR UVA TETRA PAK 200 ML CX C/27;MAGNECUVA TETP2;24078;24078;False;True;False;300;;5,670000076293945;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;27896000584193;;;;;;
STELLA ARTOIS ZERO LONG NECK 330ML SP SH C/4;SARTZ LN330 SP;24010;24010;False;True;False;0;;13,100000381469727;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GALLO AZEITE OLIVA EX. VIR. GFA PET 2L CX C/6;GALAZOLEV GFPET;23655;23655;False;True;False;;;11,37600040435791;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
GALLO AZEITE OLIVA TP UNICO GFA VD 500ML CX C/20;GALAZOTPU GFVD5;23660;23660;False;True;False;0;;16,381000518798828;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
COLORADO BEES ONE WAY 600ML CX C-12 ARTE;COLBEES OW600CX;23794;23794;False;True;False;;;11,399999618530273;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
NATURAL ONE MACA GFA PET 300ML FD C 12;NATONMAC GFPET3;24014;24014;False;True;False;240;;4,0929999351501465;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
TONICA ANTARCTICA HIBISCO LT 269ML SH C/15;TONANTHIB LT269;24018;24018;False;True;False;;;4,260000228881836;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
S. JOAO BARRA CONHAQUE ALC. GARRAFA VIDRO 900ML;SJBCONAL GFVD90;24161;24161;False;False;False;;;1,3799999952316284;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;7896022610005;;;;;;
FROZEN BEATS MIX (GT+GINGER+MINT) SACHE 100ML CX C;BTMIXGTGMI SACH;24132;24132;False;True;False;0;;0,800000011920929;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
DAFRUTA CONC. UVA GFA PET 500ML PACK C/12;DAFRUCONCUVA GF;24084;24084;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
BEATS SHAREABLE ONE WAY 750ML SH C/6;BTSHAR OW750SH6;24104;24104;False;True;False;0;;4,900000095367432;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
LIZA MAIONESE REGULAR POTE PLAST. 500G CX C12;LIZMAIREG POTPL;24176;24176;False;True;False;240;;6,383999824523926;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRAQUE BISC. SALG. BATATA CHURR. PCT 60G CX C/20;PIRBISCSBC PCT6;24188;24188;False;True;False;180;;1,2599999904632568;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
MAGUARY CONC. MANGA GFA PET 500ML PACK C/12;MAGCONCMAN GFAP;24094;24094;False;True;False;300;;6,71999979019165;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
D. BENTA FARINHA TRIGO TRAD. T1 PCT 1KG CX C/10;DBENFTRTT1 PCT1;24196;24196;False;True;False;150;;10,111000061035156;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
WALS SESSION LN 355ML CX C/12;" Long Neck 330ml SESSION WALS";22241;22241;False;True;False;0;;9,359999656677246;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;;;;;;;
COLORADO BRASIL COM S AGOSTO ONE WAY 600ML CX C-12;COLBRCSAGO OW60;21211;21211;False;True;False;;;11,399999618530273;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
COLORADO LAGER BIB 12L;COLLAG BIB12L;23033;23033;False;True;False;;;13;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7898605254415;;;;;;
AGUA MINERAL INDAIA S/GAS PET 1 5L;INDAIA NATURAL 1 5 L;5322;5322;False;True;False;0;;1,6699999570846558;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;False;;;;;;30;
GUARANA ANTARCTICA CUPUACU LATA 350ML SH C/12;GCACUP LT350SH1;23510;23510;False;True;False;;;4,519999980926514;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
SOYA OLEO DE SOJA GFA PET 900ML CX C/20;SOYAOLS GFPET90;1786;1786;False;True;False;270;;17,299999237060547;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
CHOPP KONA BLOND ALE NAC BARRIL KEG 30L NPAL;CHKOBLALNA KEG3;24428;24428;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP WALS OSSO BARRIL KEG 30L NPAL;CHWSOSSO KEG30N;19745;19745;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
TIAL SUCO PRONTO UVA TETRA PAK 330ML CX C/12;TISUCPUV TETRP3;4164;4164;False;True;False;365;;4,320000171661377;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
QUINTA DO MORGADO VINHO TINTO SUAVE GFA VD 750 ML;QUINTA DO MORGADO VINHO TINTO SUAVE GFA VD 750 ML;24409;24409;False;False;False;0;;1,25;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
ANTARCTICA PILSEN ONE WAY 300ML CX C/24;AP OW300 CX24;10452;10452;False;True;False;;;6,480000019073486;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891991010375;;;;;;
MICHELOB ULTRA N LT SLEEK 350ML C 8 CX CARTAO;LATA - MICHELOB ULTRA 350ML LATA;4262;4262;False;True;False;0;;3;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991302036;;;;;;
GUARAVITA FRUTAS CITRICAS COPO PLAS. 300ML CX12;GUFRUCITC CPPLA;24353;24353;False;True;False;150;;3,888000011444092;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GUARAVITA ZERO LIMAO COPO PLAS. 300ML CX12;GUAZLIMI CPPLAS;24355;24355;False;True;False;150;;3,888000011444092;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRACANJUBA WHEY BEB. LACT. ZL AMENDOIN TETRAPAK 2;PIWBLZLA TETRP2;23604;23604;False;True;False;120;;3,4600000381469727;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
NINHO EDGE LEITE SEMI DESNATADO TETRA PAK 1 L CX C;NELSEDE TETRP1L;24470;24470;False;True;False;150;;12,996999740600586;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA LEITE COND. ZERO LACTOSE TETRAPAK 395G;PLCZLA TETR395G;24430;24430;False;True;False;180;;10,664999961853027;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
LIPTON PESSEGO PET 200ML SH C/12;LPPG PT200SH12;20941;20941;False;True;False;;;2,700000047683716;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7892840815899;;;;;;
PIRACANJUBA LEITE CONDENSADO TETRAPACK 270G CX27;PLEICOND TTRP27;24432;24432;False;True;False;360;;7,289999961853027;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA LEITE CONDENSADO PCT 5KG CX C/2;PLEICOND PCT5KG;24436;24436;False;True;False;180;;10,359999656677246;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA LEITE CONDENSADO PCT 2 5KG CX C/4;PLEICOND PCT2 5;24440;24440;False;True;False;180;;10,618000030517578;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIRACANJUBA LEITE CONDENSADO PCT 1 003 KG CX 6;PLEICOND PCT1 0;24476;24476;False;True;False;180;;6,539999961853027;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"NESTLE MOLICO LEITE DESNAT PROTE ZER LAC TETRA PK ";NMLDPZL TETRPK1;24552;24552;False;True;False;150;;12,960000038146973;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJ B L Q L C MAM MAC ZER AD TETRA PAK 200 ML;PMMZA TTP200MLC;24454;24454;False;True;False;120;;5,171999931335449;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJBLQLCCHOC MEIO AM ZE LA TETRA PAK 200 ML C;PBLQLCCMAZL TTP;24458;24458;False;True;False;150;;5,519999980926514;False;False;False;Descartável;Produto Acabado;TETRAPACK - Piloto;;Brasil;True;;;;;;;
PIRACANJUBA CEREAL MULTICEREAIS CRESCER SACHE 180G;PCEMCR SC180GCX;24474;24474;False;True;False;365;;2,5199999809265137;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
