Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
CONC COMP LIQ SUK LAR Z PT A FE1711 KIT;COLQSUKZPTA K;35922;35922;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP AR10.05.FE1756 KIT;COAR1005FE1756;35923;35923;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP TR80.13.FE1756 KIT;COTR8013FE1756;35924;35924;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP XR70.10.FE1785 KIT;COXR7010FE1785;35925;35925;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP EDTA20.09.FE1711 KIT;COEDTA2009FE171;35927;35927;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
COPOBRAS CUMBUCA EPS BR PCT C20 CUMB 150X47 CX20;COPCUEBR PC20C1;35928;35928;False;False;False;;;1,54;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP SC20.18.FE1756 KIT;COSC20.18.FE185;35929;35929;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP INNOCOLOR.FE1756 KIT;COINNOLOFE1756;35930;35930;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP KR30.37.FE1711 KIT;COKR3037FE1711;35931;35931;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP EDTA20.11 FE1785 KIT;COEDBTA2011FE1;35932;35932;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP TR80.12.FE1785 KIT;COTR8012FE1785;35933;35933;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP LIQ SUK UVA Z PT A FE1756 KIT;COLIQSKUVZPTA K;35934;35934;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP EDTA20.10.FE1756 KIT;COEDTA2010FE175;35935;35935;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP SC20.19.FE1711 KIT;COSC2019FE1711;35936;35936;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP AR01.12.FE1785 KIT;COAR0112FE1785;35937;35937;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP XR70.04.FE1711 KIT;COXR7004FE1711;35938;35938;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP BR140.02.FE1785 KIT;COBR14002FE1785;35939;35939;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP KR30.36.FE1756 KIT;COKR3036FE1756;35940;35940;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP XR01.08.FE1756 KIT;COXR0108FE1756;35941;35941;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP LIQ SKT LIMAO Z PT C FE1785 KIT;COLIQSKLIMZPTC;35942;35942;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP BR140.01.FE1711 KIT;COBR14001FE1711;35943;35943;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP SC20.10.FE1785 KIT;COSC2010FE1785;35944;35944;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP LIQ SKT LIMAO Z PT A FE1785 KIT;COLIQSKLZPTA K;35945;35945;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP LIQ SUK UVA Z PT C FE1756 KIT;COLIQSKUVZPTC K;35946;35946;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CONC COMP LIQ SUK LAR Z PT C FE1711 KIT;COLIQSKLAZPTC K;35947;35947;False;False;False;;;1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
COPOBRAS PRATO EPS BR PCT C25 PRAT 23CM CX C8;COPPREBR PCC25P;35949;35949;False;False;False;;;1,36;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX MULTIUSO LIMAO FRASCO PLAST 750ML CX C12;BRIMULIM FRPL75;35951;35951;False;False;False;;;10;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS MACA FRASCO PLAST 3L CX C4;BRILLMAC FRASCP;35956;35956;False;False;False;;;13,5;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRILUX MULTIUSO TRADICIONAL FRASCO PLAST 750ML CX ";BRIMUTR FRPL750;35966;35966;False;False;False;;;10;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX MULTIUSO LAVANDA FRASCO PLAST 750ML CX C12;BRIMULAV FRPL75;35969;35969;False;False;False;;;10;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
NATURAL ONE MACA AMBIENTE GFA PLAST 180ML CX C6;NATOMAAM GFAPL1;35973;35973;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BEATS TML 2025 LT 269ML SH C12 NPAL;BTSTML2025 LT26;35965;35965;False;False;False;;;3,38;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
YPE LIMPADOR LIMP PESADA LEMON XTREME FRASCO PLAST;YLPLXT FRASCPL5;35975;35975;False;False;False;;;1,3;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SANTA HELENA VINHO ROSE RESERVADO GFA VD 750 ML;STHELVR GFAVD75;35976;35976;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
SANTA HELENA VINHO BR SAUV BL RES GFA VD 750 ML;STHVBSBR GFAVD7;35977;35977;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GATO NEGRO VINHO BR CHARDONNAY GFA VD 750 ML;GATNVBCH GFAVD7;35978;35978;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GATO NEGRO VINHO TINTO CARMENERE GFA VD 750 ML;GATVTC GFAVD750;35979;35979;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CASAL GARCIA VINHO ROSE GFA VD 750 ML;CASGRO GFAVD750;35980;35980;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PILAR MACARRAO ESPAGUETE FINO PCT 400G CX24;PIMAESFI PCT400;35982;35982;False;False;False;;;9,7;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GALLO MOLHO PIMENTA JALAPENO GFA VDR 50ML CX 12;GAMPJA GFAVDR50;35990;35990;False;False;False;;;1,657;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;5601252119950;;;;;;
CASAL GARCIA VINHO BR SWEET GFA VD 750 ML;CGAVBSW GFAVD75;35991;35991;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;A;;;;;
CASAL GARCIA VINHO BR VERDE GFA VD 750 ML;CAGAVBV GFAVD75;35992;35992;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
SANTA HELENA VINHO BR CHARDON RES GFA VD 750 ML;STHEVBCHR GFAVD;35995;35995;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
SANTA HELENA VINHO T CAB SAUV RES GFA VD 750 ML;STHEVTCSR GFAVD;36000;36000;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
SALTON PRESIDENTE VINHO TINTO SUAVE GFA VD 750 ML;SALPRVTS GFAVD7;36001;36001;False;False;False;;;1,156;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SALTON PARADOXO MARS CORTE SAFRAS GFA VD 750 ML;SALTPMCS GFAVD7;36002;36002;False;False;False;;;1,504;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
O GAUCHO FRISANTE ROSE GFA VD 750 ML;OGAFRR GFAVD750;36003;36003;False;False;False;;;1,251;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
O GAUCHO FRISANTE BRANCO GFA VD 750 ML;OGAFRBR GFAVD75;36004;36004;False;False;False;;;1,251;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
VENTISQUERO VINHO T CAB SAUV RES GFA VD 750 ML;VENVTCSR GFAVD7;36005;36005;False;False;False;;;1,18;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
LATA MET AP ORIG MP 473 ML;LMETAPORMP473 4;36006;36006;False;False;False;;;10,2;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;1;;;;;;
BRILUX LAVA LOUCAS C VINAGRE FRASCO PLASTICO 500 M;BRILLV FRASCPL5;36009;36009;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
LATA MET ANT PILSEN MP LT 269ML;LMETANTPILMP LT;36010;36010;False;False;False;;;10,2;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
AGUA AMA + SAIS C/GAS PET 500ML SH C/12;AM+SCG PT500SHC;35994;35994;False;False;False;;;6,45;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
AGUA AMA + SAIS C/GAS PET 1,5 SHRINK C/06 NPAL;AM+SCG PT1,5SHC;35998;35998;False;False;False;;;9,5;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS COCO FRASCO PLASTICO 500 ML C24;BRLLCO FRASCPL5;36012;36012;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRILUX LAVA LOUCAS CRISTALINO FRASCO PLASTICO 500 ";BRLLCR FRASCPL5;36014;36014;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRILUX LAVA LOUCAS LAVANDA FRASCO PLASTICO 500 ML ";BRLLLA FRASCPL5;36017;36017;False;False;False;;;12,98;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS LIMAO FRASCO PLASTICO 500 ML C2;BRLLLI FRASCPL5;36021;36021;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS MACA FRASCO PLASTICO 500 ML C24;BRLLMA FRASCPL5;36026;36026;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS NEUTRO FRASCO PLASTICO 500 ML C;BRLLNE FRASCPL5;36030;36030;False;False;False;;;12,99;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE LAVANDA FRASCO PLAST 2L CX6;BRALLAV FRASCPL;36032;36032;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE FLORAL FRASCO PLAST 2L CX6;BRALFL FRASCPL2;36036;36036;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE FRESH FRASCO PLAST 2L CX6;BRALFR FRASCPL2;36038;36038;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE FLORAL FRASCO PLAST 1 L C12;BRALFL FRPL1LC1;36040;36040;False;False;False;;;13,52;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE FRESH FRASCO PLAST 1 L C12;BRALFR FRPL1LC1;36042;36042;False;False;False;;;13,52;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE LAVANDA FRASCO PLAST 1 L C12;BRALLAV FRPL1LC;36044;36044;False;False;False;;;13,52;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FOYE VINHO TINTO CARMENERE RES GFA VD 750 ML;FOVTCAR GFAVD75;36045;36045;False;False;False;;;1,16;False;False;False;Descartável;Produto Acabado;Marketplace - Piloto;;Brasil;True;;;;;;;
FITA PLAST PRETA - IE;FITA PLAST PRETA -  IE;103501;103501;False;True;False;0;0;0;False;False;False;Descartável;Insumo;Insumos;;Brasil;True;;;0;0;0;0;0
NATURAL ONE UVA AMBIENTE GFA PLAST 180ML CX C6;NATONUVA GFAPL1;35971;35971;False;False;False;;;1,203;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
C/12 SPATEN N LONG NECK 330ML SIX-PACK SHRINK;SPTN LN330SPSHC;36015;36015;False;False;False;;;6,4;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;1;;;;;;
SKOL ZERO LATA 350ML SH C/12 NPAL;SKOLZERO LT350S;36019;36019;False;False;False;;;4,49;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SKOL ZERO LONG NECK 330ML SIX-PACK SHRINK C/4;SKOLZERO LN330;36024;36024;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7891991308267;;;;;;
SKOL ZERO LT SLEEK 350ML SH C 12;SKOLZERO LTSL35;36028;36028;False;False;False;;;4,49;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991308281;;;;;;
MULTIPACK BUDWEISER LT 473ML C12;MULTIPACK BUDWEISER LT 473ML C12;36034;36034;False;False;False;;;5,92;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991308298;;;;;;
BRILUX AGUA SANITARIA GALAO PL 3L;BRAGSAN GALPL3L;36048;36048;False;False;False;;;3,32;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX AGUA SANITARIA FRASCO PLAST 1L;BRAGSAN FRASCOP;36049;36049;False;False;False;;;1,07;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
COPOBRAS COPO BALADA MISTO PCT PL C25 COP 300ML CX;COPCBMI PL25CO3;36047;36047;False;False;False;;;2,25;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FLORESTAL MARSHMALLOW FOFS TW AZ BR PCT PLAST 220G;FLMFTAZBR PCTPL;36050;36050;False;False;False;;;0,257;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FLORESTAL MARSHMALLOW  FOF TW COLOR PCT PLAST 220G;FLMFTCO PCTPLAS;36051;36051;False;False;False;;;0,257;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FLORESTAL MARSHMALLOW FOF TW ROS BR PCT PLAST 220G;FLMFTROBR PCTPL;36052;36052;False;False;False;;;0,257;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FLORESTAL MARSHMALLOW  FOF TW COLOR PCT PLAST 50G;FLMFTCO PCTPL50;36058;36058;False;False;False;;;0,076;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRILUX AGUA SANITARIA FRASCO PLASTICO 2L CX6 LEVE ";BRAGSAN FRPL2LC;36063;36063;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SPATEN N BARRIL KEG 50L NPAL OKTOBERFEST;SPTN KEG50NP OK;36059;36059;False;False;False;;;53,35;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX AGUA SANITARIA FRASCO PLASTICO 2 L CX6 LEVE;BRAGSAN FRASCPL;36065;36065;False;False;False;;;13;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX AGUA SANITARIA GALAO PLAST 3L CX4 LEVE 3L P;BRAGSAN GALPL3L;36067;36067;False;False;False;;;13,52;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX ALVEJANTE MULTI DP FRASCO PLAST 500ML CX/12;BRALMDP FRASPL5;36069;36069;False;False;False;;;6,95;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRILUX ALVEJANTE MULTI DP FRASCO PL 5L C2 LEVE 5L ";BRALMDP FP5LC2;36071;36071;False;False;False;;;11,3;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
OLIMPO DESINFETANTE LAVANDA FRASCO PLAST 2L CX6;OLDELAV FRASCPL;36073;36073;False;False;False;;;13,1;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRILUX LAVA LOUCAS NEUTRO FRASCO PLAST 3L CX C4;BRLLNE FRASCPL3;36075;36075;False;False;False;;;13,5;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GUARANA ANTARCTICA ZERO + FIBRAS LATA 350ML SH C/1;GCAANTZR+FIB LT;36077;36077;False;False;False;;;4,49;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;7891991308328;;;;;;
ELMA CHIPS DORITOS NACHO PCT 120G CX C17;ELCHDORNACH PCT;36079;36079;False;False;False;;;2,57;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;;;;;;;
FUSION PROTEIN MACA VERDE LT SLEEK 350ML SH C 12;FUSPTMAVER LTSL;36081;36081;False;False;False;;;4,5;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
ELMA CHIPS DORITOS NACHO PCTE 120G;ELCHDORNACH PCT;36082;36082;False;False;False;;;0,124;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARISCO MOSTARDA FRASCO PLAST 200G CX24;ARISMOST FRASCP;36084;36084;False;False;False;;;5,517;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
AGUA MINERAL LINDOYA S/GAS PET 500ML CAIXA C/12;LINDOY SG PT500;6148;6148;False;False;False;;;7,5;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;7896843200065;;;;;;
ARISCO MOSTARDA FRASCO PL 200G;ARISMOST FRPL20;36086;36086;False;False;False;;;0,204;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARISCO MAIONESE REG POTE PLAST 500G CX C12;ARMAIR POTPL500;36088;36088;False;False;False;;;6,52;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ARISCO MAIONESE REG POTE PLASTICO 500G;ARMAIR POTEPL50;36089;36089;False;False;False;;;0,534;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
KNORR MOLHO PIMENTA VERMELHA FRASCO VD 150ML CX24;KNMPIVE FRSCVD1;36091;36091;False;False;False;;;7,23;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
KNORR MOLHO PIMENTA VERMELHA FRASCO VD 150 ML;KNMPIVE FRVD150;36092;36092;False;False;False;;;0,29;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HELLMANNS KETCHUP SQUEEZE 380 G;HCAT SQ380G;36093;36093;False;False;False;;;0,417;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HELLMANNS MAIONESE SUPREME SQUEEZE 330G CX24;HELMASU SQZ330G;36095;36095;False;False;False;;;9,153;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HELLMANNS MAIONESE SUPREME SQUEEZE 330 G;HELMASU SQUE330;36096;36096;False;False;False;;;0,368;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HELLMANNS KETCHUP SUPREME SQUEEZE 390G CX24;HELKETS SQZ390G;36101;36101;False;False;False;;;10,593;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
HELLMANNS KETCHUP SUPREME SQUEEZE 390 G;HELKETS SQUEE39;36102;36102;False;False;False;;;0,428;False;False;False;Descartável;Produto Acabado;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
